scenario_id,scenario_name,npv_usd,cumulative_probability
mc_base,Monte Carlo Base,-1199795594.2992744,0.2689
mc_base,Monte Carlo Base,-1197984949.5502584,0.269
mc_base,Monte Carlo Base,-1197922797.621559,0.2691
mc_base,Monte Carlo Base,-1197376413.5883982,0.2692
mc_base,Monte Carlo Base,-1196774612.1194944,0.2693
mc_base,Monte Carlo Base,-1190632923.0768712,0.2694
mc_base,Monte Carlo Base,-1187992154.4205391,0.2695
mc_base,Monte Carlo Base,-1182692213.852298,0.2696
mc_base,Monte Carlo Base,-1181797019.2049797,0.2697
mc_base,Monte Carlo Base,-1176943247.8972428,0.2698
mc_base,Monte Carlo Base,-1176876673.8471742,0.2699
mc_base,Monte Carlo Base,-1176662378.5913327,0.27
mc_base,Monte Carlo Base,-1174450755.4291775,0.2701
mc_base,Monte Carlo Base,-1174231511.6184886,0.2702
mc_base,Monte Carlo Base,-1172353130.5327628,0.2703
mc_base,Monte Carlo Base,-1170224982.2779593,0.2704
mc_base,Monte Carlo Base,-1169694255.383429,0.2705
mc_base,Monte Carlo Base,-1168205723.3026953,0.2706
mc_base,Monte Carlo Base,-1166979519.782426,0.2707
mc_base,Monte Carlo Base,-1165515787.1687348,0.2708
mc_base,Monte Carlo Base,-1165445649.4484477,0.2709
mc_base,Monte Carlo Base,-1163684408.5027132,0.271
mc_base,Monte Carlo Base,-1155629778.2026806,0.2711
mc_base,Monte Carlo Base,-1145825300.2756805,0.2712
mc_base,Monte Carlo Base,-1141980767.2190738,0.2713
mc_base,Monte Carlo Base,-1140785886.484484,0.2714
mc_base,Monte Carlo Base,-1140631400.441195,0.2715
mc_base,Monte Carlo Base,-1140484146.4867885,0.2716
mc_base,Monte Carlo Base,-1139422060.0577843,0.2717
mc_base,Monte Carlo Base,-1138183900.2806177,0.2718
mc_base,Monte Carlo Base,-1133077554.1557786,0.2719
mc_base,Monte Carlo Base,-1127378216.719611,0.272
mc_base,Monte Carlo Base,-1127034478.9524298,0.2721
mc_base,Monte Carlo Base,-1126887785.2745485,0.2722
mc_base,Monte Carlo Base,-1126711673.5634341,0.2723
mc_base,Monte Carlo Base,-1126515946.5058177,0.2724
mc_base,Monte Carlo Base,-1126284993.1356106,0.2725
mc_base,Monte Carlo Base,-1125967077.7888877,0.2726
mc_base,Monte Carlo Base,-1124420214.8346257,0.2727
mc_base,Monte Carlo Base,-1123686898.332781,0.2728
mc_base,Monte Carlo Base,-1122640927.684167,0.2729
mc_base,Monte Carlo Base,-1120458472.6503434,0.273
mc_base,Monte Carlo Base,-1119891874.4022522,0.2731
mc_base,Monte Carlo Base,-1119073745.2097418,0.2732
mc_base,Monte Carlo Base,-1117754259.7856097,0.2733
mc_base,Monte Carlo Base,-1116388858.5816753,0.2734
mc_base,Monte Carlo Base,-1113594248.5191703,0.2735
mc_base,Monte Carlo Base,-1109743884.8734977,0.2736
mc_base,Monte Carlo Base,-1109567465.966745,0.2737
mc_base,Monte Carlo Base,-1108812965.4123316,0.2738
mc_base,Monte Carlo Base,-1108135328.278872,0.2739
mc_base,Monte Carlo Base,-1107073905.7553508,0.274
mc_base,Monte Carlo Base,-1105981003.724522,0.2741
mc_base,Monte Carlo Base,-1104959341.7827106,0.2742
mc_base,Monte Carlo Base,-1104782287.4958313,0.2743
mc_base,Monte Carlo Base,-1104437898.6053889,0.2744
mc_base,Monte Carlo Base,-1102810752.596948,0.2745
mc_base,Monte Carlo Base,-1099613726.110431,0.2746
mc_base,Monte Carlo Base,-1098492051.9487705,0.2747
mc_base,Monte Carlo Base,-1096529901.9705467,0.2748
mc_base,Monte Carlo Base,-1094347674.6876447,0.2749
mc_base,Monte Carlo Base,-1092244357.7355192,0.275
mc_base,Monte Carlo Base,-1091349790.4291246,0.2751
mc_base,Monte Carlo Base,-1091211166.3810513,0.2752
mc_base,Monte Carlo Base,-1091010980.5557203,0.2753
mc_base,Monte Carlo Base,-1088584693.2226033,0.2754
mc_base,Monte Carlo Base,-1088523944.9357033,0.2755
mc_base,Monte Carlo Base,-1083911677.4832685,0.2756
mc_base,Monte Carlo Base,-1082360521.271488,0.2757
mc_base,Monte Carlo Base,-1081295368.6947455,0.2758
mc_base,Monte Carlo Base,-1079414840.8960197,0.2759
mc_base,Monte Carlo Base,-1071832014.2846081,0.276
mc_base,Monte Carlo Base,-1071598542.0996934,0.2761
mc_base,Monte Carlo Base,-1064457589.472117,0.2762
mc_base,Monte Carlo Base,-1060819457.7322036,0.2763
mc_base,Monte Carlo Base,-1056906723.8246286,0.2764
mc_base,Monte Carlo Base,-1050679712.3222324,0.2765
mc_base,Monte Carlo Base,-1050513614.4671122,0.2766
mc_base,Monte Carlo Base,-1048782282.269237,0.2767
mc_base,Monte Carlo Base,-1043558137.0688742,0.2768
mc_base,Monte Carlo Base,-1041806460.5759566,0.2769
mc_base,Monte Carlo Base,-1041772754.9600618,0.277
mc_base,Monte Carlo Base,-1041138193.7155893,0.2771
mc_base,Monte Carlo Base,-1039114520.879225,0.2772
mc_base,Monte Carlo Base,-1038609539.9660525,0.2773
mc_base,Monte Carlo Base,-1038330382.8016922,0.2774
mc_base,Monte Carlo Base,-1032745062.6439633,0.2775
mc_base,Monte Carlo Base,-1029729533.6239792,0.2776
mc_base,Monte Carlo Base,-1028820282.743609,0.2777
mc_base,Monte Carlo Base,-1025555123.4044683,0.2778
mc_base,Monte Carlo Base,-1013688945.6724771,0.2779
mc_base,Monte Carlo Base,-1011939022.8249466,0.278
mc_base,Monte Carlo Base,-1011688073.319482,0.2781
mc_base,Monte Carlo Base,-1010749938.060219,0.2782
mc_base,Monte Carlo Base,-1006445122.7156355,0.2783
mc_base,Monte Carlo Base,-1000746198.2000251,0.2784
mc_base,Monte Carlo Base,-1000282609.1509451,0.2785
mc_base,Monte Carlo Base,-999799955.9830526,0.2786
mc_base,Monte Carlo Base,-996553896.3014964,0.2787
mc_base,Monte Carlo Base,-995922588.1534686,0.2788
mc_base,Monte Carlo Base,-992790407.1919506,0.2789
mc_base,Monte Carlo Base,-987649916.9311787,0.279
mc_base,Monte Carlo Base,-986406539.848984,0.2791
mc_base,Monte Carlo Base,-985964682.115836,0.2792
mc_base,Monte Carlo Base,-984219497.4975985,0.2793
mc_base,Monte Carlo Base,-983179138.7793736,0.2794
mc_base,Monte Carlo Base,-983155734.8517015,0.2795
mc_base,Monte Carlo Base,-982928742.4152293,0.2796
mc_base,Monte Carlo Base,-977801290.91695,0.2797
mc_base,Monte Carlo Base,-977301205.9039558,0.2798
mc_base,Monte Carlo Base,-974649394.3106419,0.2799
mc_base,Monte Carlo Base,-972280660.6979438,0.28
mc_base,Monte Carlo Base,-968612870.6661146,0.2801
mc_base,Monte Carlo Base,-968607713.9243054,0.2802
mc_base,Monte Carlo Base,-968536503.3126878,0.2803
mc_base,Monte Carlo Base,-968232159.4204037,0.2804
mc_base,Monte Carlo Base,-967618287.3994818,0.2805
mc_base,Monte Carlo Base,-965243838.7428389,0.2806
mc_base,Monte Carlo Base,-965213679.4611654,0.2807
mc_base,Monte Carlo Base,-965054837.1058788,0.2808
mc_base,Monte Carlo Base,-964116393.8842471,0.2809
mc_base,Monte Carlo Base,-962568028.5146477,0.281
mc_base,Monte Carlo Base,-959747877.9030453,0.2811
mc_base,Monte Carlo Base,-959537841.8355101,0.2812
mc_base,Monte Carlo Base,-957378297.7463092,0.2813
mc_base,Monte Carlo Base,-953665323.917471,0.2814
mc_base,Monte Carlo Base,-952911966.3711886,0.2815
mc_base,Monte Carlo Base,-952549127.264269,0.2816
mc_base,Monte Carlo Base,-948005109.5392182,0.2817
mc_base,Monte Carlo Base,-944174095.394236,0.2818
mc_base,Monte Carlo Base,-944059839.1098448,0.2819
mc_base,Monte Carlo Base,-943632044.0715387,0.282
mc_base,Monte Carlo Base,-942332453.3948323,0.2821
mc_base,Monte Carlo Base,-938942072.1898284,0.2822
mc_base,Monte Carlo Base,-933238191.5149263,0.2823
mc_base,Monte Carlo Base,-927640527.4036086,0.2824
mc_base,Monte Carlo Base,-925901369.0656438,0.2825
mc_base,Monte Carlo Base,-925020023.2089987,0.2826
mc_base,Monte Carlo Base,-923343109.1247019,0.2827
mc_base,Monte Carlo Base,-922009209.0878086,0.2828
mc_base,Monte Carlo Base,-920925210.5549543,0.2829
mc_base,Monte Carlo Base,-916176913.8905467,0.283
mc_base,Monte Carlo Base,-915139960.2501878,0.2831
mc_base,Monte Carlo Base,-909790069.6330749,0.2832
mc_base,Monte Carlo Base,-907503316.6851847,0.2833
mc_base,Monte Carlo Base,-907455810.6764348,0.2834
mc_base,Monte Carlo Base,-906909889.0693332,0.2835
mc_base,Monte Carlo Base,-905438073.8128952,0.2836
mc_base,Monte Carlo Base,-904530114.7625527,0.2837
mc_base,Monte Carlo Base,-900427519.897888,0.2838
mc_base,Monte Carlo Base,-899274690.0666063,0.2839
mc_base,Monte Carlo Base,-895700954.4781994,0.284
mc_base,Monte Carlo Base,-893670324.7212112,0.2841
mc_base,Monte Carlo Base,-892051723.7975918,0.2842
mc_base,Monte Carlo Base,-887623168.5440553,0.2843
mc_base,Monte Carlo Base,-887192590.8544766,0.2844
mc_base,Monte Carlo Base,-882946228.608302,0.2845
mc_base,Monte Carlo Base,-882281025.7729713,0.2846
mc_base,Monte Carlo Base,-879297963.5256028,0.2847
mc_base,Monte Carlo Base,-879157406.7814785,0.2848
mc_base,Monte Carlo Base,-877253150.4802028,0.2849
mc_base,Monte Carlo Base,-875958642.6015905,0.285
mc_base,Monte Carlo Base,-875919127.0812712,0.2851
mc_base,Monte Carlo Base,-875522790.7218473,0.2852
mc_base,Monte Carlo Base,-874586864.8203279,0.2853
mc_base,Monte Carlo Base,-872914993.2517202,0.2854
mc_base,Monte Carlo Base,-868899268.7648886,0.2855
mc_base,Monte Carlo Base,-867817425.5791476,0.2856
mc_base,Monte Carlo Base,-867407865.6538708,0.2857
mc_base,Monte Carlo Base,-866380862.9803517,0.2858
mc_base,Monte Carlo Base,-866217945.0308855,0.2859
mc_base,Monte Carlo Base,-866073814.8306782,0.286
mc_base,Monte Carlo Base,-862981261.0990086,0.2861
mc_base,Monte Carlo Base,-861248213.3775129,0.2862
mc_base,Monte Carlo Base,-858750889.1020999,0.2863
mc_base,Monte Carlo Base,-855082854.6595601,0.2864
mc_base,Monte Carlo Base,-855005637.3255584,0.2865
mc_base,Monte Carlo Base,-853508910.3102003,0.2866
mc_base,Monte Carlo Base,-849181893.9483805,0.2867
mc_base,Monte Carlo Base,-847322324.056824,0.2868
mc_base,Monte Carlo Base,-847232472.1974592,0.2869
mc_base,Monte Carlo Base,-846848193.6010125,0.287
mc_base,Monte Carlo Base,-844476207.9670222,0.2871
mc_base,Monte Carlo Base,-843231283.3889954,0.2872
mc_base,Monte Carlo Base,-835861087.5220423,0.2873
mc_base,Monte Carlo Base,-833942925.8502297,0.2874
mc_base,Monte Carlo Base,-832076645.894597,0.2875
mc_base,Monte Carlo Base,-831871130.1841184,0.2876
mc_base,Monte Carlo Base,-830757042.9091854,0.2877
mc_base,Monte Carlo Base,-830503208.5394366,0.2878
mc_base,Monte Carlo Base,-829557582.752529,0.2879
mc_base,Monte Carlo Base,-827688977.3871644,0.288
mc_base,Monte Carlo Base,-827018069.540133,0.2881
mc_base,Monte Carlo Base,-827009189.5819306,0.2882
mc_base,Monte Carlo Base,-819987973.1651537,0.2883
mc_base,Monte Carlo Base,-819663825.7076638,0.2884
mc_base,Monte Carlo Base,-818080411.3399185,0.2885
mc_base,Monte Carlo Base,-815925387.3041033,0.2886
mc_base,Monte Carlo Base,-815259239.8164179,0.2887
mc_base,Monte Carlo Base,-813658806.5013049,0.2888
mc_base,Monte Carlo Base,-810813012.5379614,0.2889
mc_base,Monte Carlo Base,-808705302.4427311,0.289
mc_base,Monte Carlo Base,-805969603.544956,0.2891
mc_base,Monte Carlo Base,-805186794.5601592,0.2892
mc_base,Monte Carlo Base,-804319768.160152,0.2893
mc_base,Monte Carlo Base,-800798197.9771518,0.2894
mc_base,Monte Carlo Base,-799384838.8394924,0.2895
mc_base,Monte Carlo Base,-799328321.6464412,0.2896
mc_base,Monte Carlo Base,-799217610.1555495,0.2897
mc_base,Monte Carlo Base,-795988943.104965,0.2898
mc_base,Monte Carlo Base,-795215194.6087385,0.2899
mc_base,Monte Carlo Base,-794362581.3091036,0.29
mc_base,Monte Carlo Base,-793364788.2142094,0.2901
mc_base,Monte Carlo Base,-792540401.6457131,0.2902
mc_base,Monte Carlo Base,-791839231.8125556,0.2903
mc_base,Monte Carlo Base,-791085059.1372523,0.2904
mc_base,Monte Carlo Base,-789994673.1737379,0.2905
mc_base,Monte Carlo Base,-787070192.5334078,0.2906
mc_base,Monte Carlo Base,-784260200.7111412,0.2907
mc_base,Monte Carlo Base,-778543892.6470578,0.2908
mc_base,Monte Carlo Base,-777570266.0248401,0.2909
mc_base,Monte Carlo Base,-773513142.0876038,0.291
mc_base,Monte Carlo Base,-771113665.5160506,0.2911
mc_base,Monte Carlo Base,-770637757.7137101,0.2912
mc_base,Monte Carlo Base,-769998570.6729021,0.2913
mc_base,Monte Carlo Base,-767033998.0171964,0.2914
mc_base,Monte Carlo Base,-766463451.1902703,0.2915
mc_base,Monte Carlo Base,-766433268.3511467,0.2916
mc_base,Monte Carlo Base,-766009789.5486588,0.2917
mc_base,Monte Carlo Base,-764809232.2961667,0.2918
mc_base,Monte Carlo Base,-763583046.3774515,0.2919
mc_base,Monte Carlo Base,-761994715.70523,0.292
mc_base,Monte Carlo Base,-759825285.1269555,0.2921
mc_base,Monte Carlo Base,-757762998.3356361,0.2922
mc_base,Monte Carlo Base,-754559416.0539411,0.2923
mc_base,Monte Carlo Base,-753803641.1999574,0.2924
mc_base,Monte Carlo Base,-752568548.0477409,0.2925
mc_base,Monte Carlo Base,-745951911.8366634,0.2926
mc_base,Monte Carlo Base,-744269361.5470607,0.2927
mc_base,Monte Carlo Base,-743598981.110405,0.2928
mc_base,Monte Carlo Base,-743520863.4937391,0.2929
mc_base,Monte Carlo Base,-743293162.414385,0.293
mc_base,Monte Carlo Base,-742252915.5562401,0.2931
mc_base,Monte Carlo Base,-739300888.368314,0.2932
mc_base,Monte Carlo Base,-739051616.662494,0.2933
mc_base,Monte Carlo Base,-739041671.9624778,0.2934
mc_base,Monte Carlo Base,-737932281.3160845,0.2935
mc_base,Monte Carlo Base,-736926499.3778436,0.2936
mc_base,Monte Carlo Base,-736764095.5006996,0.2937
mc_base,Monte Carlo Base,-736304936.5908113,0.2938
mc_base,Monte Carlo Base,-736282716.2435817,0.2939
mc_base,Monte Carlo Base,-734956821.5987046,0.294
mc_base,Monte Carlo Base,-734674148.5293925,0.2941
mc_base,Monte Carlo Base,-731104838.2644765,0.2942
mc_base,Monte Carlo Base,-728730648.847395,0.2943
mc_base,Monte Carlo Base,-728251740.5899444,0.2944
mc_base,Monte Carlo Base,-725225486.0379367,0.2945
mc_base,Monte Carlo Base,-725082612.847719,0.2946
mc_base,Monte Carlo Base,-724480552.5172122,0.2947
mc_base,Monte Carlo Base,-724255910.80811,0.2948
mc_base,Monte Carlo Base,-721398926.3419937,0.2949
mc_base,Monte Carlo Base,-714728287.3668956,0.295
mc_base,Monte Carlo Base,-713410497.7812839,0.2951
mc_base,Monte Carlo Base,-712601716.3513435,0.2952
mc_base,Monte Carlo Base,-711424300.432773,0.2953
mc_base,Monte Carlo Base,-711357571.6858534,0.2954
mc_base,Monte Carlo Base,-711196141.0057466,0.2955
mc_base,Monte Carlo Base,-711145341.3510194,0.2956
mc_base,Monte Carlo Base,-710884377.2131939,0.2957
mc_base,Monte Carlo Base,-710523031.8468876,0.2958
mc_base,Monte Carlo Base,-707573670.8276829,0.2959
mc_base,Monte Carlo Base,-707253412.2909658,0.296
mc_base,Monte Carlo Base,-706452237.2984128,0.2961
mc_base,Monte Carlo Base,-705382218.3585073,0.2962
mc_base,Monte Carlo Base,-704297500.9197721,0.2963
mc_base,Monte Carlo Base,-703098734.5006899,0.2964
mc_base,Monte Carlo Base,-702485909.9319956,0.2965
mc_base,Monte Carlo Base,-698193819.3273839,0.2966
mc_base,Monte Carlo Base,-697848651.6645159,0.2967
mc_base,Monte Carlo Base,-697284424.9704245,0.2968
mc_base,Monte Carlo Base,-695175897.2505804,0.2969
mc_base,Monte Carlo Base,-693367696.0273261,0.297
mc_base,Monte Carlo Base,-691191365.2553782,0.2971
mc_base,Monte Carlo Base,-690726278.2245542,0.2972
mc_base,Monte Carlo Base,-687799548.8180044,0.2973
mc_base,Monte Carlo Base,-687300985.498422,0.2974
mc_base,Monte Carlo Base,-686114765.8385026,0.2975
mc_base,Monte Carlo Base,-683209903.5620356,0.2976
mc_base,Monte Carlo Base,-682701873.1475477,0.2977
mc_base,Monte Carlo Base,-680731132.8664097,0.2978
mc_base,Monte Carlo Base,-679876921.2261145,0.2979
mc_base,Monte Carlo Base,-679510319.3058345,0.298
mc_base,Monte Carlo Base,-679273119.9256535,0.2981
mc_base,Monte Carlo Base,-679189421.4178398,0.2982
mc_base,Monte Carlo Base,-678509882.0245763,0.2983
mc_base,Monte Carlo Base,-676670202.1808653,0.2984
mc_base,Monte Carlo Base,-674476123.5648493,0.2985
mc_base,Monte Carlo Base,-671144839.3344185,0.2986
mc_base,Monte Carlo Base,-669492279.2468743,0.2987
mc_base,Monte Carlo Base,-667401028.6376464,0.2988
mc_base,Monte Carlo Base,-666207899.0546023,0.2989
mc_base,Monte Carlo Base,-665354132.7184885,0.299
mc_base,Monte Carlo Base,-660664736.7760313,0.2991
mc_base,Monte Carlo Base,-657929491.8902447,0.2992
mc_base,Monte Carlo Base,-656225382.2882042,0.2993
mc_base,Monte Carlo Base,-654757430.9336761,0.2994
mc_base,Monte Carlo Base,-654177536.5684768,0.2995
mc_base,Monte Carlo Base,-654121136.3536438,0.2996
mc_base,Monte Carlo Base,-653875379.1940395,0.2997
mc_base,Monte Carlo Base,-652582819.3079158,0.2998
mc_base,Monte Carlo Base,-643056063.2007167,0.2999
mc_base,Monte Carlo Base,-640394780.5857872,0.3
mc_base,Monte Carlo Base,-638777173.9340882,0.3001
mc_base,Monte Carlo Base,-638280869.9741448,0.3002
mc_base,Monte Carlo Base,-637605755.1472069,0.3003
mc_base,Monte Carlo Base,-637000848.4828986,0.3004
mc_base,Monte Carlo Base,-636555816.5117872,0.3005
mc_base,Monte Carlo Base,-636222906.7598761,0.3006
mc_base,Monte Carlo Base,-634009631.6374805,0.3007
mc_base,Monte Carlo Base,-633970217.8315498,0.3008
mc_base,Monte Carlo Base,-629433195.1640044,0.3009
mc_base,Monte Carlo Base,-627090437.2807791,0.301
mc_base,Monte Carlo Base,-624513600.6652106,0.3011
mc_base,Monte Carlo Base,-623654343.0989358,0.3012
mc_base,Monte Carlo Base,-622946785.3510977,0.3013
mc_base,Monte Carlo Base,-618593769.8255018,0.3014
mc_base,Monte Carlo Base,-617935665.0969304,0.3015
mc_base,Monte Carlo Base,-617823169.2473011,0.3016
mc_base,Monte Carlo Base,-614538079.9072405,0.3017
mc_base,Monte Carlo Base,-614187795.5666249,0.3018
mc_base,Monte Carlo Base,-611961947.8539469,0.3019
mc_base,Monte Carlo Base,-611850815.346755,0.302
mc_base,Monte Carlo Base,-609870074.6732628,0.3021
mc_base,Monte Carlo Base,-608915785.3827792,0.3022
mc_base,Monte Carlo Base,-608456967.124556,0.3023
mc_base,Monte Carlo Base,-606078524.8009874,0.3024
mc_base,Monte Carlo Base,-604115046.8107777,0.3025
mc_base,Monte Carlo Base,-601592780.6227448,0.3026
mc_base,Monte Carlo Base,-601128522.3756975,0.3027
mc_base,Monte Carlo Base,-600876518.4206835,0.3028
mc_base,Monte Carlo Base,-599206497.0872623,0.3029
mc_base,Monte Carlo Base,-598875529.8053052,0.303
mc_base,Monte Carlo Base,-597064194.7789404,0.3031
mc_base,Monte Carlo Base,-593930771.0042822,0.3032
mc_base,Monte Carlo Base,-590883475.9107252,0.3033
mc_base,Monte Carlo Base,-587676669.9469388,0.3034
mc_base,Monte Carlo Base,-587507812.3575994,0.3035
mc_base,Monte Carlo Base,-586374075.967585,0.3036
mc_base,Monte Carlo Base,-584473008.358273,0.3037
mc_base,Monte Carlo Base,-582049418.4289621,0.3038
mc_base,Monte Carlo Base,-580946054.5533197,0.3039
mc_base,Monte Carlo Base,-579894172.9905521,0.304
mc_base,Monte Carlo Base,-579403286.2246385,0.3041
mc_base,Monte Carlo Base,-578868818.615757,0.3042
mc_base,Monte Carlo Base,-578707322.2194341,0.3043
mc_base,Monte Carlo Base,-578296522.1259962,0.3044
mc_base,Monte Carlo Base,-578269098.2392645,0.3045
mc_base,Monte Carlo Base,-578171518.766736,0.3046
mc_base,Monte Carlo Base,-578090224.1028224,0.3047
mc_base,Monte Carlo Base,-577380356.9896656,0.3048
mc_base,Monte Carlo Base,-574582827.1815937,0.3049
mc_base,Monte Carlo Base,-573982245.7281282,0.305
mc_base,Monte Carlo Base,-565661478.0343723,0.3051
mc_base,Monte Carlo Base,-565004830.153635,0.3052
mc_base,Monte Carlo Base,-563558476.958308,0.3053
mc_base,Monte Carlo Base,-561474009.4964464,0.3054
mc_base,Monte Carlo Base,-558174181.1059242,0.3055
mc_base,Monte Carlo Base,-554878612.0359787,0.3056
mc_base,Monte Carlo Base,-554559098.668627,0.3057
mc_base,Monte Carlo Base,-551671191.5645008,0.3058
mc_base,Monte Carlo Base,-551563667.249317,0.3059
mc_base,Monte Carlo Base,-548689809.0266958,0.306
mc_base,Monte Carlo Base,-548048890.8774463,0.3061
mc_base,Monte Carlo Base,-547216350.1030071,0.3062
mc_base,Monte Carlo Base,-544088495.6036971,0.3063
mc_base,Monte Carlo Base,-540612645.8550415,0.3064
mc_base,Monte Carlo Base,-538266240.4080615,0.3065
mc_base,Monte Carlo Base,-537998355.0717124,0.3066
mc_base,Monte Carlo Base,-535761035.34069383,0.3067
mc_base,Monte Carlo Base,-534009743.3746073,0.3068
mc_base,Monte Carlo Base,-533559266.59583443,0.3069
mc_base,Monte Carlo Base,-531117066.2188224,0.307
mc_base,Monte Carlo Base,-526407428.72875637,0.3071
mc_base,Monte Carlo Base,-525804073.45824903,0.3072
mc_base,Monte Carlo Base,-525580523.2685235,0.3073
mc_base,Monte Carlo Base,-522852281.9969757,0.3074
mc_base,Monte Carlo Base,-515594846.32868576,0.3075
mc_base,Monte Carlo Base,-514941969.9847259,0.3076
mc_base,Monte Carlo Base,-514805491.53838956,0.3077
mc_base,Monte Carlo Base,-513080041.8044138,0.3078
mc_base,Monte Carlo Base,-512861594.20027,0.3079
mc_base,Monte Carlo Base,-512489626.13735867,0.308
mc_base,Monte Carlo Base,-512020729.5770072,0.3081
mc_base,Monte Carlo Base,-511999374.05339456,0.3082
mc_base,Monte Carlo Base,-511431634.33285356,0.3083
mc_base,Monte Carlo Base,-510237069.61772674,0.3084
mc_base,Monte Carlo Base,-507588608.19686013,0.3085
mc_base,Monte Carlo Base,-507463905.48254144,0.3086
mc_base,Monte Carlo Base,-507461299.74971944,0.3087
mc_base,Monte Carlo Base,-507215689.4486115,0.3088
mc_base,Monte Carlo Base,-503186412.9857764,0.3089
mc_base,Monte Carlo Base,-500283300.258073,0.309
mc_base,Monte Carlo Base,-499769776.722762,0.3091
mc_base,Monte Carlo Base,-496597464.1777505,0.3092
mc_base,Monte Carlo Base,-493983277.3822203,0.3093
mc_base,Monte Carlo Base,-489703637.42735636,0.3094
mc_base,Monte Carlo Base,-488350991.8199241,0.3095
mc_base,Monte Carlo Base,-488097371.9023073,0.3096
mc_base,Monte Carlo Base,-486648317.9912078,0.3097
mc_base,Monte Carlo Base,-486502828.27577776,0.3098
mc_base,Monte Carlo Base,-485380025.75766045,0.3099
mc_base,Monte Carlo Base,-484804813.8541114,0.31
mc_base,Monte Carlo Base,-483068490.98033017,0.3101
mc_base,Monte Carlo Base,-481919657.8560015,0.3102
mc_base,Monte Carlo Base,-481588562.924007,0.3103
mc_base,Monte Carlo Base,-480677356.4694488,0.3104
mc_base,Monte Carlo Base,-480508566.1697431,0.3105
mc_base,Monte Carlo Base,-477811594.9453057,0.3106
mc_base,Monte Carlo Base,-471073380.14798236,0.3107
mc_base,Monte Carlo Base,-471025057.85149276,0.3108
mc_base,Monte Carlo Base,-470819552.071667,0.3109
mc_base,Monte Carlo Base,-467473116.8385198,0.311
mc_base,Monte Carlo Base,-465620811.75308317,0.3111
mc_base,Monte Carlo Base,-463879039.0032193,0.3112
mc_base,Monte Carlo Base,-463752328.4502921,0.3113
mc_base,Monte Carlo Base,-459764094.4333005,0.3114
mc_base,Monte Carlo Base,-458793169.33216685,0.3115
mc_base,Monte Carlo Base,-456568750.95324177,0.3116
mc_base,Monte Carlo Base,-456426785.9807849,0.3117
mc_base,Monte Carlo Base,-455350237.1163808,0.3118
mc_base,Monte Carlo Base,-454951172.8142364,0.3119
mc_base,Monte Carlo Base,-451040554.6284488,0.312
mc_base,Monte Carlo Base,-448755938.2314308,0.3121
mc_base,Monte Carlo Base,-448221725.09274745,0.3122
mc_base,Monte Carlo Base,-446235097.0476806,0.3123
mc_base,Monte Carlo Base,-444321075.1134341,0.3124
mc_base,Monte Carlo Base,-444152453.372097,0.3125
mc_base,Monte Carlo Base,-443884488.397618,0.3126
mc_base,Monte Carlo Base,-441998776.53757393,0.3127
mc_base,Monte Carlo Base,-441516654.4338694,0.3128
mc_base,Monte Carlo Base,-441309244.11538,0.3129
mc_base,Monte Carlo Base,-441015477.65857255,0.313
mc_base,Monte Carlo Base,-436700796.62410975,0.3131
mc_base,Monte Carlo Base,-435931868.84108865,0.3132
mc_base,Monte Carlo Base,-435117906.9850717,0.3133
mc_base,Monte Carlo Base,-432547128.1977781,0.3134
mc_base,Monte Carlo Base,-431615915.70181465,0.3135
mc_base,Monte Carlo Base,-430223585.41844994,0.3136
mc_base,Monte Carlo Base,-429000737.43635094,0.3137
mc_base,Monte Carlo Base,-427618312.9447137,0.3138
mc_base,Monte Carlo Base,-427435225.3710566,0.3139
mc_base,Monte Carlo Base,-425455114.7649181,0.314
mc_base,Monte Carlo Base,-424634915.9677323,0.3141
mc_base,Monte Carlo Base,-424555702.6428849,0.3142
mc_base,Monte Carlo Base,-423871724.584634,0.3143
mc_base,Monte Carlo Base,-421774252.8279499,0.3144
mc_base,Monte Carlo Base,-421580545.26150835,0.3145
mc_base,Monte Carlo Base,-420853796.9003729,0.3146
mc_base,Monte Carlo Base,-418503838.53520536,0.3147
mc_base,Monte Carlo Base,-417791895.27266,0.3148
mc_base,Monte Carlo Base,-417404463.7511767,0.3149
mc_base,Monte Carlo Base,-417095692.2163256,0.315
mc_base,Monte Carlo Base,-411988397.19767976,0.3151
mc_base,Monte Carlo Base,-411265881.4097227,0.3152
mc_base,Monte Carlo Base,-408114015.67000425,0.3153
mc_base,Monte Carlo Base,-408067365.82550114,0.3154
mc_base,Monte Carlo Base,-407674465.10986423,0.3155
mc_base,Monte Carlo Base,-407425981.231334,0.3156
mc_base,Monte Carlo Base,-403917420.45401126,0.3157
mc_base,Monte Carlo Base,-397034918.0801984,0.3158
mc_base,Monte Carlo Base,-396093923.72975993,0.3159
mc_base,Monte Carlo Base,-395550886.61918753,0.316
mc_base,Monte Carlo Base,-395222918.98949754,0.3161
mc_base,Monte Carlo Base,-394263224.0883739,0.3162
mc_base,Monte Carlo Base,-390409693.83329606,0.3163
mc_base,Monte Carlo Base,-390215037.8399323,0.3164
mc_base,Monte Carlo Base,-387660555.0591723,0.3165
mc_base,Monte Carlo Base,-384720152.9747349,0.3166
mc_base,Monte Carlo Base,-383817433.7725181,0.3167
mc_base,Monte Carlo Base,-382456531.8533749,0.3168
mc_base,Monte Carlo Base,-380968077.0565516,0.3169
mc_base,Monte Carlo Base,-380717517.4611101,0.317
