iteration,average_price_usd_per_lb,terminal_price_usd_per_lb,price_path_std_usd_per_lb,grade_factor,average_recovery,recovery_std,npv_usd,scenario_id,scenario_name,valuation_basis
1469,3.71516,3.45793,0.65595,1.11201,0.84957,0.01876,-680416540.74334,mc_base,Monte Carlo Base,total_project_expanded_operation
1470,4.94145,6.5621,1.49716,0.96086,0.84263,0.02179,12416655.54637,mc_base,Monte Carlo Base,total_project_expanded_operation
1471,4.26056,4.31623,0.6199,0.99316,0.84625,0.02315,231813923.38409,mc_base,Monte Carlo Base,total_project_expanded_operation
1472,5.04759,7.36072,1.46801,0.97587,0.84664,0.01778,3559692086.12208,mc_base,Monte Carlo Base,total_project_expanded_operation
1473,4.57236,5.75822,1.07573,1.08612,0.8402,0.0209,4315420814.60019,mc_base,Monte Carlo Base,total_project_expanded_operation
1474,3.42838,4.28218,0.79149,1.09252,0.84463,0.01581,-3513796374.17949,mc_base,Monte Carlo Base,total_project_expanded_operation
1475,4.37413,3.48231,0.93726,1.00031,0.84614,0.01992,1947936775.50814,mc_base,Monte Carlo Base,total_project_expanded_operation
1476,4.23307,4.53449,0.73689,0.99296,0.83937,0.02269,-35704066.98768,mc_base,Monte Carlo Base,total_project_expanded_operation
1477,5.16707,6.01176,1.29852,1.12681,0.84163,0.02383,8357492243.20773,mc_base,Monte Carlo Base,total_project_expanded_operation
1478,4.49454,5.48398,0.8812,0.85335,0.83354,0.0241,-2788166062.4417,mc_base,Monte Carlo Base,total_project_expanded_operation
1479,4.03998,4.13288,0.61931,0.96506,0.85091,0.02119,-191567936.8004,mc_base,Monte Carlo Base,total_project_expanded_operation
1480,5.5528,4.31462,1.73358,1.03959,0.84338,0.02234,11737493617.74504,mc_base,Monte Carlo Base,total_project_expanded_operation
1481,4.65917,4.17947,0.73229,1.05613,0.84575,0.02733,4294594657.50411,mc_base,Monte Carlo Base,total_project_expanded_operation
1482,4.67814,5.60175,1.05728,1.05442,0.8448,0.01865,3903267958.43359,mc_base,Monte Carlo Base,total_project_expanded_operation
1483,3.8589,3.49021,0.461,1.13965,0.83954,0.01562,1463950076.04593,mc_base,Monte Carlo Base,total_project_expanded_operation
1484,4.0398,5.03201,0.77446,0.9896,0.84376,0.01889,-1588776057.64817,mc_base,Monte Carlo Base,total_project_expanded_operation
1485,5.2602,7.34377,1.0254,0.99803,0.83055,0.01755,4647211566.97108,mc_base,Monte Carlo Base,total_project_expanded_operation
1486,5.22867,4.85261,2.02709,1.02052,0.83841,0.03494,2337922801.28078,mc_base,Monte Carlo Base,total_project_expanded_operation
1487,4.3679,5.0132,0.48177,0.87755,0.84747,0.02032,-1429773212.68292,mc_base,Monte Carlo Base,total_project_expanded_operation
1488,3.82445,4.58625,0.76585,0.94644,0.84003,0.0193,-3579562874.87442,mc_base,Monte Carlo Base,total_project_expanded_operation
1489,5.03704,4.53068,0.96106,1.12581,0.83459,0.02284,7034462696.99239,mc_base,Monte Carlo Base,total_project_expanded_operation
1490,4.34736,5.34441,0.96849,0.9236,0.84813,0.02101,-1167536076.61167,mc_base,Monte Carlo Base,total_project_expanded_operation
1491,4.2272,3.6539,0.73225,0.99479,0.84686,0.02644,1609284707.98537,mc_base,Monte Carlo Base,total_project_expanded_operation
1492,4.80721,5.15961,1.25251,0.97139,0.84412,0.02425,2082074949.7554,mc_base,Monte Carlo Base,total_project_expanded_operation
1493,3.93346,4.26822,0.79217,1.08847,0.8461,0.02734,110348691.85028,mc_base,Monte Carlo Base,total_project_expanded_operation
1494,4.29929,6.59987,1.22303,0.88818,0.84272,0.02294,-2820611495.98137,mc_base,Monte Carlo Base,total_project_expanded_operation
1495,4.3227,3.43613,0.80761,0.9231,0.8514,0.02156,-471700761.36694,mc_base,Monte Carlo Base,total_project_expanded_operation
1496,4.2738,3.06697,0.83071,1.14544,0.83158,0.01318,4360345183.58524,mc_base,Monte Carlo Base,total_project_expanded_operation
1497,4.7099,7.13014,0.99638,0.99053,0.83727,0.02007,1979143758.34644,mc_base,Monte Carlo Base,total_project_expanded_operation
1498,4.21117,5.64892,1.12213,1.02441,0.84496,0.02714,298786764.35204,mc_base,Monte Carlo Base,total_project_expanded_operation
1499,4.98229,5.22318,0.88997,0.89533,0.84144,0.02552,2575140582.16382,mc_base,Monte Carlo Base,total_project_expanded_operation
1500,4.00792,4.87655,0.70577,0.87602,0.84231,0.02255,-4320097472.7317,mc_base,Monte Carlo Base,total_project_expanded_operation
1501,3.98229,3.29509,0.60477,1.04854,0.83857,0.02624,43426413.53603,mc_base,Monte Carlo Base,total_project_expanded_operation
1502,4.42354,6.03169,0.991,0.94346,0.85735,0.0199,345733366.07602,mc_base,Monte Carlo Base,total_project_expanded_operation
1503,4.25801,5.01463,0.78597,0.97703,0.85323,0.02822,107935005.63939,mc_base,Monte Carlo Base,total_project_expanded_operation
1504,4.6055,4.23102,0.57732,0.9352,0.84353,0.02091,736255106.13331,mc_base,Monte Carlo Base,total_project_expanded_operation
1505,5.20132,9.95253,2.02389,0.88528,0.84203,0.02324,-280597779.21833,mc_base,Monte Carlo Base,total_project_expanded_operation
1506,4.61715,5.47407,0.9461,0.98783,0.84634,0.01965,1452609912.2741,mc_base,Monte Carlo Base,total_project_expanded_operation
1507,4.9147,6.26997,1.03988,1.08881,0.83834,0.02648,4919801502.43907,mc_base,Monte Carlo Base,total_project_expanded_operation
1508,5.36486,8.01588,0.95503,1.12143,0.83107,0.01899,7983276035.7783,mc_base,Monte Carlo Base,total_project_expanded_operation
1509,5.14329,5.74849,0.77277,0.98126,0.84112,0.01951,4996305071.325,mc_base,Monte Carlo Base,total_project_expanded_operation
1510,4.70845,4.30627,0.63496,0.93026,0.83868,0.02028,1988335994.81091,mc_base,Monte Carlo Base,total_project_expanded_operation
1511,4.40176,4.98836,0.63953,1.13211,0.8443,0.02458,3739668610.92681,mc_base,Monte Carlo Base,total_project_expanded_operation
1512,4.72229,5.58981,0.97141,1.01593,0.84717,0.02088,3438867195.34145,mc_base,Monte Carlo Base,total_project_expanded_operation
1513,4.98346,6.90877,0.87495,1.05218,0.83423,0.02478,4258507046.81523,mc_base,Monte Carlo Base,total_project_expanded_operation
1514,3.44432,4.33315,0.53317,1.1016,0.84382,0.02119,-2587650104.76196,mc_base,Monte Carlo Base,total_project_expanded_operation
1515,4.36764,5.04397,0.90373,1.02631,0.84642,0.01453,1300948106.10732,mc_base,Monte Carlo Base,total_project_expanded_operation
1516,4.54074,4.06054,1.0038,1.14955,0.83068,0.02221,5712099633.58686,mc_base,Monte Carlo Base,total_project_expanded_operation
1517,4.12607,5.60263,0.92575,0.89922,0.84347,0.02106,-4050567180.70326,mc_base,Monte Carlo Base,total_project_expanded_operation
1518,5.26772,5.88488,0.76995,1.13473,0.84401,0.02404,9708666401.02194,mc_base,Monte Carlo Base,total_project_expanded_operation
1519,4.61081,4.30729,0.63471,0.87593,0.84429,0.01506,85103862.29583,mc_base,Monte Carlo Base,total_project_expanded_operation
1520,4.73441,7.6485,1.43838,1.09336,0.83616,0.01628,2494392679.46888,mc_base,Monte Carlo Base,total_project_expanded_operation
1521,3.95838,6.5246,1.02041,0.89443,0.84786,0.02342,-4487516064.72191,mc_base,Monte Carlo Base,total_project_expanded_operation
1522,3.92551,4.53317,0.94997,1.07019,0.8428,0.01713,-1393267818.79177,mc_base,Monte Carlo Base,total_project_expanded_operation
1523,4.96822,5.2763,0.73009,1.11892,0.84507,0.0228,6594846882.84115,mc_base,Monte Carlo Base,total_project_expanded_operation
1524,4.42497,3.27599,0.94763,0.94498,0.83782,0.02007,-1139954163.0429,mc_base,Monte Carlo Base,total_project_expanded_operation
1525,4.55453,6.16004,0.71634,1.05376,0.85129,0.01608,3108063756.37758,mc_base,Monte Carlo Base,total_project_expanded_operation
1526,5.14892,5.0325,1.00658,0.98975,0.83738,0.02439,4571135673.52959,mc_base,Monte Carlo Base,total_project_expanded_operation
1527,4.9298,6.02487,1.38144,1.11643,0.84028,0.02345,5075028991.32916,mc_base,Monte Carlo Base,total_project_expanded_operation
1528,4.66341,2.82776,0.96083,1.01701,0.8394,0.02475,3312425665.43911,mc_base,Monte Carlo Base,total_project_expanded_operation
1529,4.15739,3.15389,0.97379,0.99224,0.84475,0.02144,-413541669.92561,mc_base,Monte Carlo Base,total_project_expanded_operation
1530,4.11744,3.497,0.68746,1.02172,0.84019,0.02016,1021406592.06625,mc_base,Monte Carlo Base,total_project_expanded_operation
1531,3.82606,4.50898,0.70837,0.90514,0.84312,0.02178,-4336338875.85482,mc_base,Monte Carlo Base,total_project_expanded_operation
1532,4.37884,4.88556,0.66938,0.99681,0.85242,0.02511,848434295.60371,mc_base,Monte Carlo Base,total_project_expanded_operation
1533,4.48909,4.79973,0.8286,0.86673,0.84335,0.03254,-783009206.11159,mc_base,Monte Carlo Base,total_project_expanded_operation
1534,4.11356,4.46253,0.87869,1.09636,0.83185,0.02371,435951501.47979,mc_base,Monte Carlo Base,total_project_expanded_operation
1535,4.88704,5.39265,0.55433,0.97667,0.84403,0.02427,3922574422.98786,mc_base,Monte Carlo Base,total_project_expanded_operation
1536,4.15568,4.80525,0.80504,0.95635,0.84751,0.03044,-1046806746.93322,mc_base,Monte Carlo Base,total_project_expanded_operation
1537,4.47565,7.11293,0.89735,0.92172,0.84424,0.02454,-697681465.92727,mc_base,Monte Carlo Base,total_project_expanded_operation
1538,5.01733,4.64592,1.30764,1.09352,0.83791,0.02476,5066476700.44628,mc_base,Monte Carlo Base,total_project_expanded_operation
1539,4.30263,5.88888,1.0096,1.10634,0.83568,0.01599,991960562.44705,mc_base,Monte Carlo Base,total_project_expanded_operation
1540,5.27179,4.16853,1.3332,0.91853,0.84122,0.01878,2769985373.42552,mc_base,Monte Carlo Base,total_project_expanded_operation
1541,5.28291,4.65393,1.18859,1.10876,0.84562,0.02061,8821830008.37533,mc_base,Monte Carlo Base,total_project_expanded_operation
1542,4.49313,4.74442,0.73699,0.99778,0.85459,0.02064,3336572978.15485,mc_base,Monte Carlo Base,total_project_expanded_operation
1543,4.40351,6.30677,0.95903,0.98845,0.84503,0.01767,1027592312.50806,mc_base,Monte Carlo Base,total_project_expanded_operation
1544,4.73326,4.70798,0.78012,0.87284,0.84863,0.03008,-557404345.9725,mc_base,Monte Carlo Base,total_project_expanded_operation
1545,5.44471,5.46505,1.18268,1.14642,0.8377,0.02237,8888958394.30893,mc_base,Monte Carlo Base,total_project_expanded_operation
1546,5.24498,4.33241,1.39496,1.11912,0.84252,0.02302,7168778331.43867,mc_base,Monte Carlo Base,total_project_expanded_operation
1547,4.47998,3.20113,1.00074,1.11211,0.83844,0.02021,3812495505.93572,mc_base,Monte Carlo Base,total_project_expanded_operation
1548,4.44552,2.5464,1.1489,1.07911,0.85118,0.02728,3186052881.40618,mc_base,Monte Carlo Base,total_project_expanded_operation
1549,4.43104,6.40074,1.23924,1.01644,0.84198,0.03089,584466790.01591,mc_base,Monte Carlo Base,total_project_expanded_operation
1550,4.21362,4.51275,0.53183,0.95131,0.83349,0.01676,-485475283.81327,mc_base,Monte Carlo Base,total_project_expanded_operation
1551,3.90718,3.96493,0.57779,1.02793,0.83872,0.01715,-529001236.03465,mc_base,Monte Carlo Base,total_project_expanded_operation
1552,4.30908,4.205,0.94302,0.86116,0.85761,0.02452,-2120763985.90512,mc_base,Monte Carlo Base,total_project_expanded_operation
1553,4.63686,5.751,0.92943,1.05355,0.84256,0.03201,2971414069.36603,mc_base,Monte Carlo Base,total_project_expanded_operation
1554,4.88173,5.07993,1.30198,1.0201,0.84325,0.02045,5263611720.97486,mc_base,Monte Carlo Base,total_project_expanded_operation
1555,4.57025,4.54981,1.00041,0.89723,0.83025,0.01901,-1524772924.15785,mc_base,Monte Carlo Base,total_project_expanded_operation
1556,3.85494,2.97594,0.58615,0.87607,0.84942,0.0238,-4007426215.29471,mc_base,Monte Carlo Base,total_project_expanded_operation
1557,4.37207,6.08637,0.73908,1.03513,0.83517,0.02138,1133439958.89695,mc_base,Monte Carlo Base,total_project_expanded_operation
1558,4.05289,3.34335,0.5127,0.86508,0.83936,0.02053,-3219029662.89566,mc_base,Monte Carlo Base,total_project_expanded_operation
1559,4.32563,4.73659,1.06367,0.97955,0.8418,0.0273,-653163392.54945,mc_base,Monte Carlo Base,total_project_expanded_operation
1560,5.0579,5.339,1.03192,0.96659,0.84314,0.02007,2795199088.75691,mc_base,Monte Carlo Base,total_project_expanded_operation
1561,4.33757,4.55546,1.07625,1.00583,0.83691,0.02469,-671447932.10016,mc_base,Monte Carlo Base,total_project_expanded_operation
1562,4.73303,6.58155,1.00837,0.99999,0.83755,0.01748,1736514041.69691,mc_base,Monte Carlo Base,total_project_expanded_operation
1563,4.37078,5.93139,0.98893,1.08645,0.85089,0.02101,2192249423.41117,mc_base,Monte Carlo Base,total_project_expanded_operation
1564,5.97892,5.5158,1.69233,1.05719,0.83885,0.0163,9328486891.70157,mc_base,Monte Carlo Base,total_project_expanded_operation
1565,4.2157,3.67827,0.9312,0.96776,0.83524,0.02223,-475357317.64461,mc_base,Monte Carlo Base,total_project_expanded_operation
1566,4.03167,5.06081,0.56547,0.94303,0.84878,0.0185,-1139113733.85638,mc_base,Monte Carlo Base,total_project_expanded_operation
1567,4.13555,5.00975,0.69727,0.92054,0.83567,0.02359,-2708597296.66758,mc_base,Monte Carlo Base,total_project_expanded_operation
1568,4.20303,5.70656,0.68632,1.00348,0.83842,0.01662,745291122.104,mc_base,Monte Carlo Base,total_project_expanded_operation
1569,4.38791,5.55141,0.70482,0.88299,0.83691,0.02466,-1959905212.6949,mc_base,Monte Carlo Base,total_project_expanded_operation
1570,3.97454,3.93427,0.5272,0.93191,0.8374,0.02258,-2831862451.0405,mc_base,Monte Carlo Base,total_project_expanded_operation
1571,5.3191,7.59094,1.16227,1.04024,0.84206,0.02499,5528035493.73602,mc_base,Monte Carlo Base,total_project_expanded_operation
1572,4.26549,4.97092,0.83128,0.91869,0.84671,0.02641,-1259839362.25019,mc_base,Monte Carlo Base,total_project_expanded_operation
1573,4.06285,4.34458,0.96626,0.96928,0.84321,0.02184,-1022915222.5101,mc_base,Monte Carlo Base,total_project_expanded_operation
1574,5.13477,6.61162,0.99876,0.988,0.84211,0.01489,5424745872.4759,mc_base,Monte Carlo Base,total_project_expanded_operation
1575,4.59975,3.91288,1.13646,1.11663,0.84347,0.01964,3787143529.31496,mc_base,Monte Carlo Base,total_project_expanded_operation
1576,3.76013,6.63128,1.32053,0.97289,0.84296,0.02069,-4877959377.43116,mc_base,Monte Carlo Base,total_project_expanded_operation
1577,4.67273,4.76655,1.01828,1.14593,0.84002,0.02269,6597991922.26826,mc_base,Monte Carlo Base,total_project_expanded_operation
1578,4.56162,5.24406,0.93443,0.88555,0.83157,0.02364,-1732023128.37353,mc_base,Monte Carlo Base,total_project_expanded_operation
1579,4.04844,5.09304,0.90777,1.14968,0.84637,0.01843,2246818497.91037,mc_base,Monte Carlo Base,total_project_expanded_operation
1580,4.25118,6.21023,0.84407,0.96385,0.8486,0.01782,377602849.63495,mc_base,Monte Carlo Base,total_project_expanded_operation
1581,4.30547,4.94593,1.09691,1.1047,0.84435,0.0201,1324273932.35124,mc_base,Monte Carlo Base,total_project_expanded_operation
1582,4.11118,4.80524,0.5625,1.10139,0.84368,0.02171,2876780754.07303,mc_base,Monte Carlo Base,total_project_expanded_operation
1583,4.46251,3.90531,0.92835,0.96016,0.83837,0.02281,-178217452.52438,mc_base,Monte Carlo Base,total_project_expanded_operation
1584,4.33864,5.17206,0.9962,0.99214,0.8379,0.0288,-47814810.88875,mc_base,Monte Carlo Base,total_project_expanded_operation
1585,4.5644,4.87698,0.80359,0.96217,0.84508,0.01939,2434979568.2753,mc_base,Monte Carlo Base,total_project_expanded_operation
1586,4.9138,6.3706,1.30395,1.13896,0.83516,0.02771,4423446067.88135,mc_base,Monte Carlo Base,total_project_expanded_operation
1587,4.17583,4.21838,1.17824,0.99427,0.8393,0.01794,-2416669733.50523,mc_base,Monte Carlo Base,total_project_expanded_operation
1588,4.58209,5.55932,0.71967,1.12649,0.84719,0.0196,4778325804.62918,mc_base,Monte Carlo Base,total_project_expanded_operation
1589,4.52886,6.21761,0.95199,0.97571,0.83737,0.02226,780573028.18127,mc_base,Monte Carlo Base,total_project_expanded_operation
1590,4.8071,5.1428,1.12532,0.97168,0.83017,0.01779,2924189022.6642,mc_base,Monte Carlo Base,total_project_expanded_operation
1591,4.17282,4.94319,0.85659,0.93964,0.85149,0.01908,-1249290891.0807,mc_base,Monte Carlo Base,total_project_expanded_operation
1592,6.04932,4.14301,1.66898,1.03384,0.85711,0.01881,9002423921.70383,mc_base,Monte Carlo Base,total_project_expanded_operation
1593,4.94489,5.06213,1.04988,0.92512,0.84257,0.02655,1744746615.1766,mc_base,Monte Carlo Base,total_project_expanded_operation
1594,4.9138,4.75653,1.26674,1.1254,0.84262,0.02349,4726561838.71126,mc_base,Monte Carlo Base,total_project_expanded_operation
1595,4.16907,6.5903,1.09185,1.05608,0.84472,0.02808,586572112.1742,mc_base,Monte Carlo Base,total_project_expanded_operation
1596,4.30732,3.50486,0.82272,0.96958,0.83478,0.0149,-404853961.70949,mc_base,Monte Carlo Base,total_project_expanded_operation
1597,4.92517,7.66553,1.0232,1.14381,0.83902,0.017,6780347185.82525,mc_base,Monte Carlo Base,total_project_expanded_operation
1598,4.74545,4.78724,0.9627,1.12295,0.83786,0.02487,5295411309.15045,mc_base,Monte Carlo Base,total_project_expanded_operation
1599,4.77541,5.02607,0.73626,0.93452,0.8464,0.02234,3141488237.96058,mc_base,Monte Carlo Base,total_project_expanded_operation
1600,4.71532,6.47608,1.259,1.10973,0.84611,0.01476,2950381947.35418,mc_base,Monte Carlo Base,total_project_expanded_operation
1601,4.27079,3.85584,0.6485,0.91025,0.85418,0.03143,-730541539.95409,mc_base,Monte Carlo Base,total_project_expanded_operation
1602,4.87445,4.52328,0.52755,1.05604,0.84341,0.02135,5847675480.0581,mc_base,Monte Carlo Base,total_project_expanded_operation
1603,4.22678,3.58324,1.19128,0.96438,0.83215,0.01899,-1824970354.84058,mc_base,Monte Carlo Base,total_project_expanded_operation
1604,4.26107,5.22322,0.80757,1.09189,0.84236,0.02376,2265802148.44726,mc_base,Monte Carlo Base,total_project_expanded_operation
1605,3.77621,5.52114,0.86195,0.9219,0.85026,0.02052,-5215454230.58269,mc_base,Monte Carlo Base,total_project_expanded_operation
1606,4.45978,4.3208,0.53312,0.93631,0.83908,0.02153,469131139.84543,mc_base,Monte Carlo Base,total_project_expanded_operation
1607,4.12429,5.91323,0.76173,1.11787,0.84844,0.02458,1953750504.00342,mc_base,Monte Carlo Base,total_project_expanded_operation
1608,4.3054,5.26678,0.8591,1.06684,0.84163,0.02147,1381080639.89851,mc_base,Monte Carlo Base,total_project_expanded_operation
1609,3.78983,3.02551,0.49617,1.03097,0.8546,0.02503,-135999313.60771,mc_base,Monte Carlo Base,total_project_expanded_operation
1610,4.63406,5.62006,0.81366,1.0003,0.8455,0.01969,3460659365.97649,mc_base,Monte Carlo Base,total_project_expanded_operation
1611,4.32262,5.38258,0.92232,1.07683,0.84832,0.01515,1918571557.87588,mc_base,Monte Carlo Base,total_project_expanded_operation
1612,4.276,5.14871,0.7471,1.03349,0.84548,0.02113,1324486807.66429,mc_base,Monte Carlo Base,total_project_expanded_operation
1613,4.48449,4.743,0.50775,1.06401,0.8549,0.02365,4008712266.11475,mc_base,Monte Carlo Base,total_project_expanded_operation
1614,4.7675,6.02601,1.45508,0.94411,0.83934,0.02383,-409613234.92013,mc_base,Monte Carlo Base,total_project_expanded_operation
1615,3.84708,4.01179,0.55801,1.10659,0.85017,0.02119,1560199811.0022,mc_base,Monte Carlo Base,total_project_expanded_operation
1616,4.78884,4.57649,0.8411,1.02384,0.83762,0.01839,3927861765.44758,mc_base,Monte Carlo Base,total_project_expanded_operation
1617,5.5673,6.42992,1.08888,1.00237,0.84357,0.023,8730433114.45753,mc_base,Monte Carlo Base,total_project_expanded_operation
1618,3.63863,4.22917,0.84551,0.94411,0.84441,0.02322,-5126959841.11724,mc_base,Monte Carlo Base,total_project_expanded_operation
1619,4.66259,4.58206,0.72445,0.91252,0.85636,0.01855,1462886207.87055,mc_base,Monte Carlo Base,total_project_expanded_operation
1620,3.71864,4.41332,0.60959,1.11836,0.84587,0.02201,390274792.08591,mc_base,Monte Carlo Base,total_project_expanded_operation
1621,4.67684,4.64423,0.86416,1.13517,0.85332,0.01572,5610621624.83427,mc_base,Monte Carlo Base,total_project_expanded_operation
1622,4.40145,5.7825,0.57236,1.07369,0.84424,0.02073,3338219811.38634,mc_base,Monte Carlo Base,total_project_expanded_operation
1623,5.16386,4.12317,1.52443,0.94726,0.84521,0.01957,2129422177.14562,mc_base,Monte Carlo Base,total_project_expanded_operation
1624,4.79856,5.6813,0.60808,0.97343,0.84296,0.02039,4017514522.56414,mc_base,Monte Carlo Base,total_project_expanded_operation
1625,4.33141,3.66976,0.66094,0.86732,0.85027,0.02139,-1327312660.03515,mc_base,Monte Carlo Base,total_project_expanded_operation
1626,4.00137,4.54589,0.6583,0.89655,0.84945,0.02375,-3383580829.73228,mc_base,Monte Carlo Base,total_project_expanded_operation
1627,4.20687,5.74757,1.02195,0.87132,0.84894,0.02661,-4359240241.06705,mc_base,Monte Carlo Base,total_project_expanded_operation
1628,4.513,5.83547,0.73833,1.05685,0.84012,0.02283,3118715031.24042,mc_base,Monte Carlo Base,total_project_expanded_operation
1629,4.90528,4.90368,1.10147,1.03397,0.83614,0.02671,2953625929.25132,mc_base,Monte Carlo Base,total_project_expanded_operation
1630,5.20894,5.89813,1.04143,1.00312,0.84524,0.02676,4684340940.85368,mc_base,Monte Carlo Base,total_project_expanded_operation
1631,5.08273,5.40744,1.59393,0.85615,0.84569,0.01936,-1184575335.46287,mc_base,Monte Carlo Base,total_project_expanded_operation
1632,4.27108,4.38019,0.72034,1.12165,0.83372,0.02428,3038710317.53285,mc_base,Monte Carlo Base,total_project_expanded_operation
1633,4.34738,5.299,0.76372,1.1457,0.83994,0.02527,4024981765.48539,mc_base,Monte Carlo Base,total_project_expanded_operation
1634,4.52083,6.07789,1.26758,0.94911,0.8368,0.02491,-905866946.78131,mc_base,Monte Carlo Base,total_project_expanded_operation
1635,4.68611,4.32626,1.11313,1.07486,0.83665,0.02883,3553439822.93247,mc_base,Monte Carlo Base,total_project_expanded_operation
1636,4.67829,4.92183,0.65791,0.98185,0.83919,0.01813,2551939561.14468,mc_base,Monte Carlo Base,total_project_expanded_operation
1637,4.36521,4.21182,0.97203,0.87201,0.83825,0.01939,-2387827782.99481,mc_base,Monte Carlo Base,total_project_expanded_operation
1638,4.37563,4.90263,0.82635,0.88834,0.84013,0.02033,-2058854013.81785,mc_base,Monte Carlo Base,total_project_expanded_operation
1639,4.19708,6.09104,0.76696,0.8807,0.84448,0.02534,-2505964712.56205,mc_base,Monte Carlo Base,total_project_expanded_operation
1640,5.23779,7.08402,0.98199,1.14691,0.84848,0.0215,8865026494.473,mc_base,Monte Carlo Base,total_project_expanded_operation
1641,4.26777,6.41412,1.16428,0.85239,0.83715,0.02569,-4380293329.15577,mc_base,Monte Carlo Base,total_project_expanded_operation
1642,4.02123,4.34826,0.7516,0.91286,0.85055,0.02714,-1960688329.46807,mc_base,Monte Carlo Base,total_project_expanded_operation
1643,3.71256,5.56665,0.96351,1.11299,0.84773,0.01855,-1858238112.27569,mc_base,Monte Carlo Base,total_project_expanded_operation
1644,4.6985,4.32788,1.25686,1.02239,0.82615,0.01801,950198838.35707,mc_base,Monte Carlo Base,total_project_expanded_operation
1645,4.54675,7.07653,1.3797,0.94473,0.84741,0.02715,-1525970459.42832,mc_base,Monte Carlo Base,total_project_expanded_operation
1646,4.81057,4.46393,0.76565,0.89443,0.84928,0.02064,1138969589.97143,mc_base,Monte Carlo Base,total_project_expanded_operation
1647,3.91133,4.90158,0.51421,1.04398,0.84615,0.01674,-145017699.2183,mc_base,Monte Carlo Base,total_project_expanded_operation
1648,3.83903,4.74603,0.68034,0.87906,0.85449,0.02117,-4637164504.11683,mc_base,Monte Carlo Base,total_project_expanded_operation
1649,4.85908,5.41949,1.30963,1.02417,0.8484,0.01808,2731192811.20531,mc_base,Monte Carlo Base,total_project_expanded_operation
1650,4.04791,4.42094,0.69748,1.00364,0.83655,0.02309,-259359037.01463,mc_base,Monte Carlo Base,total_project_expanded_operation
1651,4.51607,4.44073,1.02625,0.88344,0.83677,0.02068,-1606673516.51894,mc_base,Monte Carlo Base,total_project_expanded_operation
1652,4.7376,7.68582,1.18641,0.94887,0.8315,0.01943,843410614.88559,mc_base,Monte Carlo Base,total_project_expanded_operation
1653,4.87425,6.74816,0.94239,0.95818,0.84979,0.02243,2091500050.54131,mc_base,Monte Carlo Base,total_project_expanded_operation
1654,4.01693,5.11858,0.82384,1.12044,0.84442,0.02246,1769957489.85716,mc_base,Monte Carlo Base,total_project_expanded_operation
1655,5.83938,7.01975,1.6882,1.09123,0.83868,0.0263,8275728206.2882,mc_base,Monte Carlo Base,total_project_expanded_operation
1656,4.5439,5.65252,0.87919,1.05489,0.84106,0.02646,1917916496.95874,mc_base,Monte Carlo Base,total_project_expanded_operation
1657,4.83857,7.34237,1.28885,0.99571,0.83566,0.01985,1313659451.88831,mc_base,Monte Carlo Base,total_project_expanded_operation
1658,3.85376,5.02056,0.56967,1.08107,0.84236,0.02208,-532863748.41303,mc_base,Monte Carlo Base,total_project_expanded_operation
1659,4.36405,4.54743,0.50155,1.05385,0.85003,0.02786,3582646811.88373,mc_base,Monte Carlo Base,total_project_expanded_operation
1660,3.72638,5.55684,0.63667,1.08108,0.84172,0.01375,-263646383.40434,mc_base,Monte Carlo Base,total_project_expanded_operation
1661,5.09993,3.60488,0.92261,0.95853,0.85058,0.02218,5946107983.36108,mc_base,Monte Carlo Base,total_project_expanded_operation
1662,3.92842,5.63702,0.94829,0.86995,0.83331,0.01965,-5427835332.69986,mc_base,Monte Carlo Base,total_project_expanded_operation
1663,3.66119,4.37513,0.67936,0.92236,0.84478,0.02627,-5176951331.83296,mc_base,Monte Carlo Base,total_project_expanded_operation
1664,4.83442,6.11407,1.07473,1.00339,0.85162,0.01913,4775698673.51387,mc_base,Monte Carlo Base,total_project_expanded_operation
1665,4.01051,4.92094,0.66671,1.11021,0.84068,0.02283,2288424570.13285,mc_base,Monte Carlo Base,total_project_expanded_operation
1666,4.34113,4.06675,0.92509,0.9197,0.84058,0.01877,-2013704925.96082,mc_base,Monte Carlo Base,total_project_expanded_operation
1667,4.59277,4.00844,0.80237,1.02475,0.83422,0.0247,2830951177.53937,mc_base,Monte Carlo Base,total_project_expanded_operation
1668,4.32383,3.40315,0.69101,1.14915,0.84747,0.02082,5377895517.98657,mc_base,Monte Carlo Base,total_project_expanded_operation
1669,4.88079,6.67612,1.11626,1.039,0.84569,0.02606,3462949851.54734,mc_base,Monte Carlo Base,total_project_expanded_operation
1670,4.67805,5.65024,1.33279,0.90528,0.83552,0.02153,-1050112242.57076,mc_base,Monte Carlo Base,total_project_expanded_operation
1671,4.3825,3.39828,0.6859,1.09368,0.84281,0.02533,3189102370.25106,mc_base,Monte Carlo Base,total_project_expanded_operation
1672,4.39077,3.85187,1.23377,1.06738,0.83537,0.02337,2419692317.49203,mc_base,Monte Carlo Base,total_project_expanded_operation
1673,4.32079,3.7011,0.63761,0.99574,0.83614,0.0155,1210458024.45484,mc_base,Monte Carlo Base,total_project_expanded_operation
1674,4.78578,5.19941,1.28866,1.12425,0.84991,0.02036,6019880522.38374,mc_base,Monte Carlo Base,total_project_expanded_operation
1675,4.19385,5.27315,1.26076,0.87877,0.83642,0.02305,-5023318243.96831,mc_base,Monte Carlo Base,total_project_expanded_operation
