iteration,average_price_usd_per_lb,terminal_price_usd_per_lb,price_path_std_usd_per_lb,grade_factor,average_recovery,recovery_std,npv_usd,scenario_id,scenario_name,valuation_basis
4864,4.62462,4.15547,0.89556,1.11212,0.84602,0.01909,4366955385.90606,mc_base,Monte Carlo Base,total_project_expanded_operation
4865,4.70546,4.61491,0.99116,0.96498,0.84721,0.0241,1242803222.44474,mc_base,Monte Carlo Base,total_project_expanded_operation
4866,4.76247,6.30642,0.90354,1.01078,0.83689,0.02695,1996433767.81831,mc_base,Monte Carlo Base,total_project_expanded_operation
4867,4.52959,5.00147,0.80282,1.00587,0.83352,0.02356,1338613896.79674,mc_base,Monte Carlo Base,total_project_expanded_operation
4868,5.62217,7.38767,1.12986,1.10894,0.84982,0.02651,9745570669.66936,mc_base,Monte Carlo Base,total_project_expanded_operation
4869,4.7647,4.73281,1.15242,1.01811,0.82866,0.02163,3508596493.88434,mc_base,Monte Carlo Base,total_project_expanded_operation
4870,4.08031,5.27863,0.88992,1.01376,0.84447,0.02499,-1230668945.23794,mc_base,Monte Carlo Base,total_project_expanded_operation
4871,4.29524,6.66323,1.31589,0.86003,0.84727,0.02197,-4983249397.67397,mc_base,Monte Carlo Base,total_project_expanded_operation
4872,4.95835,6.65623,0.82743,1.13241,0.84298,0.02677,6708089581.0542,mc_base,Monte Carlo Base,total_project_expanded_operation
4873,3.60029,3.32759,0.97993,1.09867,0.8449,0.01686,-1459395753.92857,mc_base,Monte Carlo Base,total_project_expanded_operation
4874,3.77113,4.63008,0.70056,0.90279,0.84145,0.02554,-4830512355.89935,mc_base,Monte Carlo Base,total_project_expanded_operation
4875,4.6884,4.82761,1.2607,0.89152,0.83613,0.02771,-928851577.32883,mc_base,Monte Carlo Base,total_project_expanded_operation
4876,4.02452,6.94914,1.03797,0.89714,0.83199,0.02019,-4162669825.2186,mc_base,Monte Carlo Base,total_project_expanded_operation
4877,4.75585,5.65859,1.03111,0.95957,0.84605,0.02599,2892683979.23922,mc_base,Monte Carlo Base,total_project_expanded_operation
4878,4.26956,5.09801,0.60819,1.08915,0.84454,0.02164,2197038757.05938,mc_base,Monte Carlo Base,total_project_expanded_operation
4879,5.02389,4.30603,0.99731,1.05765,0.84301,0.02697,6503072243.95179,mc_base,Monte Carlo Base,total_project_expanded_operation
4880,4.98172,7.03031,1.54595,1.00234,0.84546,0.02554,1567683111.79125,mc_base,Monte Carlo Base,total_project_expanded_operation
4881,4.09838,3.87729,0.75348,1.09771,0.84096,0.03261,1508492225.8906,mc_base,Monte Carlo Base,total_project_expanded_operation
4882,4.68929,5.08309,0.60652,0.94828,0.84143,0.02421,1504497390.04855,mc_base,Monte Carlo Base,total_project_expanded_operation
4883,4.46241,3.23757,0.90733,1.03507,0.8332,0.02275,2336839387.48294,mc_base,Monte Carlo Base,total_project_expanded_operation
4884,4.3607,5.63666,0.67839,1.00987,0.83569,0.02191,994551666.95188,mc_base,Monte Carlo Base,total_project_expanded_operation
4885,4.17909,6.4262,1.06421,1.12422,0.83516,0.02103,1033812112.79719,mc_base,Monte Carlo Base,total_project_expanded_operation
4886,5.00217,5.32679,1.147,0.91552,0.84478,0.01263,1304060711.73246,mc_base,Monte Carlo Base,total_project_expanded_operation
4887,4.65359,5.33239,0.87789,0.89804,0.8502,0.02872,-359466751.63913,mc_base,Monte Carlo Base,total_project_expanded_operation
4888,4.17638,4.2892,0.81776,1.11801,0.8541,0.02035,4541705550.81747,mc_base,Monte Carlo Base,total_project_expanded_operation
4889,4.45194,6.79345,1.27215,0.86583,0.8374,0.02064,-2396189862.81128,mc_base,Monte Carlo Base,total_project_expanded_operation
4890,5.28651,7.4755,0.90043,0.97596,0.84707,0.02493,4743581060.44197,mc_base,Monte Carlo Base,total_project_expanded_operation
4891,4.52278,3.60117,0.78263,1.13684,0.84502,0.01699,6465103622.95129,mc_base,Monte Carlo Base,total_project_expanded_operation
4892,4.12333,4.87286,0.92499,1.14647,0.84758,0.02899,1922865506.73474,mc_base,Monte Carlo Base,total_project_expanded_operation
4893,4.56276,5.40223,1.02445,1.11233,0.83557,0.0202,2453259501.2798,mc_base,Monte Carlo Base,total_project_expanded_operation
4894,4.07763,4.13802,0.56681,0.85485,0.85367,0.0214,-3463808861.32524,mc_base,Monte Carlo Base,total_project_expanded_operation
4895,4.64474,6.1075,1.07357,1.01195,0.84979,0.03027,1917502224.58761,mc_base,Monte Carlo Base,total_project_expanded_operation
4896,4.78338,4.46053,0.80616,1.00814,0.8526,0.02104,4080099191.22365,mc_base,Monte Carlo Base,total_project_expanded_operation
4897,5.34073,6.7517,1.26236,1.07723,0.83998,0.0236,6513298099.8574,mc_base,Monte Carlo Base,total_project_expanded_operation
4898,4.61015,4.00704,1.08845,1.10252,0.84656,0.02392,4356551618.2306,mc_base,Monte Carlo Base,total_project_expanded_operation
4899,5.4715,6.45026,1.19147,1.11786,0.83467,0.01937,7701990521.89742,mc_base,Monte Carlo Base,total_project_expanded_operation
4900,4.55243,4.35589,0.9527,1.04408,0.83327,0.02349,2979168620.8245,mc_base,Monte Carlo Base,total_project_expanded_operation
4901,3.93545,3.77976,0.65515,0.90566,0.8398,0.0256,-3192016674.83706,mc_base,Monte Carlo Base,total_project_expanded_operation
4902,4.63628,4.53843,0.90216,0.99141,0.84477,0.01638,1573974471.67443,mc_base,Monte Carlo Base,total_project_expanded_operation
4903,4.44476,4.27167,0.6441,1.05063,0.82826,0.01739,2357892716.84068,mc_base,Monte Carlo Base,total_project_expanded_operation
4904,3.7835,3.86133,0.38063,0.87516,0.84675,0.01891,-3700363369.69797,mc_base,Monte Carlo Base,total_project_expanded_operation
4905,4.32665,7.0021,1.48286,0.91764,0.835,0.02246,-3077818488.25967,mc_base,Monte Carlo Base,total_project_expanded_operation
4906,4.84511,3.65798,1.15978,0.88954,0.84315,0.02893,458471534.87128,mc_base,Monte Carlo Base,total_project_expanded_operation
4907,5.37744,5.75065,0.65994,0.93532,0.83767,0.02023,4222428419.6763,mc_base,Monte Carlo Base,total_project_expanded_operation
4908,4.48771,8.6685,1.36382,0.95563,0.83598,0.02056,-1163088012.75876,mc_base,Monte Carlo Base,total_project_expanded_operation
4909,4.53572,5.56125,0.75117,0.97312,0.84378,0.01524,487417090.7467,mc_base,Monte Carlo Base,total_project_expanded_operation
4910,4.98256,5.17431,0.92875,1.14324,0.84286,0.01795,8108515875.23925,mc_base,Monte Carlo Base,total_project_expanded_operation
4911,4.19722,6.36897,0.87091,1.08882,0.83791,0.02412,799742741.68375,mc_base,Monte Carlo Base,total_project_expanded_operation
4912,4.67449,3.21668,1.16258,1.08502,0.85003,0.02579,4405082192.33675,mc_base,Monte Carlo Base,total_project_expanded_operation
4913,5.11419,7.25829,1.68623,0.98717,0.8446,0.02198,2152869068.67257,mc_base,Monte Carlo Base,total_project_expanded_operation
4914,4.11412,3.9692,0.72135,1.08969,0.83085,0.02746,1714103934.30032,mc_base,Monte Carlo Base,total_project_expanded_operation
4915,4.98801,5.87568,1.09897,1.09152,0.83889,0.02328,5107658707.54935,mc_base,Monte Carlo Base,total_project_expanded_operation
4916,4.05516,3.44897,0.51083,0.93301,0.83966,0.02008,-1323671769.40593,mc_base,Monte Carlo Base,total_project_expanded_operation
4917,4.50149,3.8352,1.31298,0.92716,0.8264,0.02365,-2835249421.96406,mc_base,Monte Carlo Base,total_project_expanded_operation
4918,4.26464,4.47173,0.66134,1.0722,0.83145,0.02402,2706602539.87626,mc_base,Monte Carlo Base,total_project_expanded_operation
4919,3.70945,4.62526,0.62781,1.0568,0.83888,0.0186,-710144471.4456,mc_base,Monte Carlo Base,total_project_expanded_operation
4920,4.72198,5.078,0.55845,0.93565,0.84423,0.02078,1874717159.47596,mc_base,Monte Carlo Base,total_project_expanded_operation
4921,5.55776,8.59906,1.71797,0.98967,0.84039,0.01587,4696602418.50568,mc_base,Monte Carlo Base,total_project_expanded_operation
4922,4.25967,3.05001,0.54617,0.92537,0.84832,0.02683,-347504366.78372,mc_base,Monte Carlo Base,total_project_expanded_operation
4923,4.33062,4.54638,0.74556,1.07178,0.83729,0.01554,1946248744.15023,mc_base,Monte Carlo Base,total_project_expanded_operation
4924,4.67667,4.50077,1.39737,0.92091,0.84346,0.02095,-904472891.95913,mc_base,Monte Carlo Base,total_project_expanded_operation
4925,4.32185,6.28007,1.23308,1.13919,0.84249,0.02393,2070031641.42403,mc_base,Monte Carlo Base,total_project_expanded_operation
4926,5.85072,8.97497,1.34591,1.13146,0.84553,0.01964,10865865700.62022,mc_base,Monte Carlo Base,total_project_expanded_operation
4927,4.49719,6.54719,1.09568,1.00902,0.84424,0.01686,535578096.11397,mc_base,Monte Carlo Base,total_project_expanded_operation
4928,4.08961,4.13693,0.46217,0.95868,0.84171,0.01728,-831997356.65322,mc_base,Monte Carlo Base,total_project_expanded_operation
4929,4.48709,5.06204,0.62134,1.0295,0.84799,0.02099,3018438092.05243,mc_base,Monte Carlo Base,total_project_expanded_operation
4930,4.3445,5.43618,1.00683,0.98814,0.84847,0.01771,611041293.31589,mc_base,Monte Carlo Base,total_project_expanded_operation
4931,4.55593,6.60078,0.85234,1.0917,0.85841,0.01751,4655829370.35619,mc_base,Monte Carlo Base,total_project_expanded_operation
4932,4.92721,5.59824,0.68962,1.11054,0.83896,0.02528,6697202972.02852,mc_base,Monte Carlo Base,total_project_expanded_operation
4933,4.66149,4.39834,1.09465,1.08339,0.83903,0.02156,4748421725.12343,mc_base,Monte Carlo Base,total_project_expanded_operation
4934,4.53832,5.47088,0.64463,0.92198,0.84401,0.02717,270343549.80679,mc_base,Monte Carlo Base,total_project_expanded_operation
4935,4.28062,5.75285,0.86487,1.01928,0.84432,0.02977,-67682137.6747,mc_base,Monte Carlo Base,total_project_expanded_operation
4936,4.25112,5.3658,1.07674,1.13302,0.85232,0.0204,2049463409.00212,mc_base,Monte Carlo Base,total_project_expanded_operation
4937,6.1902,5.68211,1.31402,0.94235,0.85375,0.02433,8033196257.94112,mc_base,Monte Carlo Base,total_project_expanded_operation
4938,4.2387,6.09638,0.90188,1.14681,0.84885,0.02074,2365806796.6067,mc_base,Monte Carlo Base,total_project_expanded_operation
4939,4.45274,5.71071,0.61356,1.13716,0.84577,0.02478,4750019003.82598,mc_base,Monte Carlo Base,total_project_expanded_operation
4940,3.95438,5.03184,0.80626,1.09643,0.8476,0.01362,226944503.46824,mc_base,Monte Carlo Base,total_project_expanded_operation
4941,4.46735,3.76303,0.96839,0.90855,0.83836,0.01189,-236183233.1167,mc_base,Monte Carlo Base,total_project_expanded_operation
4942,5.12784,5.93533,1.33267,0.93669,0.83952,0.01764,944360131.15731,mc_base,Monte Carlo Base,total_project_expanded_operation
4943,3.69896,4.38044,0.68561,0.91634,0.83772,0.02142,-4178160871.68194,mc_base,Monte Carlo Base,total_project_expanded_operation
4944,4.91741,4.97902,0.99571,1.09139,0.8407,0.02198,4644697287.70073,mc_base,Monte Carlo Base,total_project_expanded_operation
4945,3.99943,3.23477,0.62436,1.00692,0.83807,0.02145,-707573267.59586,mc_base,Monte Carlo Base,total_project_expanded_operation
4946,4.06034,4.47514,0.63972,0.91829,0.84343,0.02176,-1588119962.68019,mc_base,Monte Carlo Base,total_project_expanded_operation
4947,5.06515,6.24178,0.75537,1.01258,0.83817,0.02329,5332446451.90811,mc_base,Monte Carlo Base,total_project_expanded_operation
4948,3.94412,3.98271,0.59588,0.99642,0.84924,0.01792,-338626547.30804,mc_base,Monte Carlo Base,total_project_expanded_operation
4949,4.87775,4.4293,0.87176,0.95512,0.84962,0.02049,2145466682.11174,mc_base,Monte Carlo Base,total_project_expanded_operation
4950,4.80608,4.53316,0.99014,0.96965,0.82738,0.02393,1556644455.08035,mc_base,Monte Carlo Base,total_project_expanded_operation
4951,4.17279,5.2372,0.81442,1.107,0.8375,0.02219,3647897156.9571,mc_base,Monte Carlo Base,total_project_expanded_operation
4952,4.09027,4.26225,0.95233,1.10994,0.84562,0.02718,1571602919.262,mc_base,Monte Carlo Base,total_project_expanded_operation
4953,4.07529,4.01796,0.7906,1.02482,0.83559,0.02418,437998077.03372,mc_base,Monte Carlo Base,total_project_expanded_operation
4954,3.60319,4.61646,0.82236,1.0434,0.84447,0.01879,-3755204557.43669,mc_base,Monte Carlo Base,total_project_expanded_operation
4955,5.17594,4.59839,0.83654,1.14922,0.84768,0.01788,9777423135.39808,mc_base,Monte Carlo Base,total_project_expanded_operation
4956,4.40383,3.99099,0.96908,1.06425,0.83724,0.02557,4891724815.5245,mc_base,Monte Carlo Base,total_project_expanded_operation
4957,4.66655,3.99252,0.94665,1.12121,0.83675,0.02118,5074074870.8222,mc_base,Monte Carlo Base,total_project_expanded_operation
4958,3.5629,3.89804,0.92571,1.0622,0.84014,0.02501,-4024405571.98418,mc_base,Monte Carlo Base,total_project_expanded_operation
4959,3.93722,5.84522,0.91922,1.00179,0.84733,0.0226,-1599203064.63133,mc_base,Monte Carlo Base,total_project_expanded_operation
4960,3.99713,5.48107,0.86734,0.96525,0.83411,0.02513,-3180074730.5636,mc_base,Monte Carlo Base,total_project_expanded_operation
4961,4.09047,6.41783,0.95605,1.04111,0.84759,0.01895,-143491902.40742,mc_base,Monte Carlo Base,total_project_expanded_operation
4962,5.08557,6.83,1.79077,1.0923,0.84091,0.01844,4099899395.78872,mc_base,Monte Carlo Base,total_project_expanded_operation
4963,4.58792,2.84497,0.86015,1.10677,0.84477,0.02419,6558482725.5927,mc_base,Monte Carlo Base,total_project_expanded_operation
4964,4.44002,7.15642,1.11775,0.94002,0.84204,0.0207,-1036717020.57565,mc_base,Monte Carlo Base,total_project_expanded_operation
4965,4.19744,5.60153,0.60476,0.96838,0.83794,0.02019,-506872535.61069,mc_base,Monte Carlo Base,total_project_expanded_operation
4966,5.73416,5.41951,1.66211,0.97159,0.84035,0.0267,4315988665.44317,mc_base,Monte Carlo Base,total_project_expanded_operation
4967,4.23407,9.64891,1.85038,1.08562,0.84539,0.0205,-616000379.58005,mc_base,Monte Carlo Base,total_project_expanded_operation
4968,4.37039,4.5208,1.07547,1.09837,0.83639,0.0166,2393874273.80339,mc_base,Monte Carlo Base,total_project_expanded_operation
4969,5.12814,6.34823,0.91097,1.09234,0.85189,0.02485,7231983723.96585,mc_base,Monte Carlo Base,total_project_expanded_operation
4970,4.86592,4.8277,0.74844,0.91364,0.83891,0.02058,1788681611.86388,mc_base,Monte Carlo Base,total_project_expanded_operation
4971,4.18888,7.16899,1.03686,0.90571,0.84311,0.02635,-3011474066.68186,mc_base,Monte Carlo Base,total_project_expanded_operation
4972,4.31948,3.91938,1.22093,1.0187,0.84655,0.02005,-710273100.10982,mc_base,Monte Carlo Base,total_project_expanded_operation
4973,4.76363,5.74305,0.95845,0.93207,0.83761,0.02509,411017266.47652,mc_base,Monte Carlo Base,total_project_expanded_operation
4974,3.91349,3.8949,1.47253,0.87929,0.8324,0.0258,-6900053603.5265,mc_base,Monte Carlo Base,total_project_expanded_operation
4975,4.37018,4.22466,0.76014,1.1231,0.83794,0.02816,3010713680.28799,mc_base,Monte Carlo Base,total_project_expanded_operation
4976,3.44556,3.5525,0.4456,0.88242,0.85286,0.02577,-6197178050.86828,mc_base,Monte Carlo Base,total_project_expanded_operation
4977,4.24838,3.39551,0.50925,0.97907,0.84622,0.02286,773092548.42474,mc_base,Monte Carlo Base,total_project_expanded_operation
4978,4.8552,5.73306,0.72971,1.09577,0.84223,0.02215,5914902414.58536,mc_base,Monte Carlo Base,total_project_expanded_operation
4979,5.10056,6.09071,0.69334,1.13693,0.84696,0.01853,8646195524.17908,mc_base,Monte Carlo Base,total_project_expanded_operation
4980,4.70746,6.84487,1.42643,0.91371,0.84346,0.01775,-1874706344.23408,mc_base,Monte Carlo Base,total_project_expanded_operation
4981,4.53113,4.77477,0.77916,0.94113,0.84408,0.02421,664161422.64259,mc_base,Monte Carlo Base,total_project_expanded_operation
4982,4.74847,3.7093,0.89833,1.01396,0.83783,0.02196,2729431732.74426,mc_base,Monte Carlo Base,total_project_expanded_operation
4983,4.27191,4.24878,0.91026,0.90527,0.83981,0.01986,-2526786914.80163,mc_base,Monte Carlo Base,total_project_expanded_operation
4984,4.61938,5.78713,0.96778,1.11454,0.85061,0.02108,5959100432.2111,mc_base,Monte Carlo Base,total_project_expanded_operation
4985,4.61029,4.71798,1.14411,1.0192,0.85141,0.0191,1593939481.54116,mc_base,Monte Carlo Base,total_project_expanded_operation
4986,4.74246,4.71792,1.38977,0.9373,0.84757,0.02512,-518725311.0759,mc_base,Monte Carlo Base,total_project_expanded_operation
4987,4.49985,6.23293,0.63494,0.85606,0.83984,0.0208,-1173646109.95253,mc_base,Monte Carlo Base,total_project_expanded_operation
4988,4.8038,5.07343,1.00235,1.05709,0.85695,0.01892,4238741448.27918,mc_base,Monte Carlo Base,total_project_expanded_operation
4989,4.25639,6.72144,0.96913,0.99216,0.8414,0.02155,-247103517.18691,mc_base,Monte Carlo Base,total_project_expanded_operation
4990,5.18735,5.0652,1.07235,0.96882,0.83555,0.0249,3365191151.06507,mc_base,Monte Carlo Base,total_project_expanded_operation
4991,4.6603,5.31968,1.06986,1.05631,0.84301,0.025,2831413271.21875,mc_base,Monte Carlo Base,total_project_expanded_operation
4992,4.91207,5.74352,1.36524,0.95018,0.83308,0.02343,797922111.88302,mc_base,Monte Carlo Base,total_project_expanded_operation
4993,4.34265,5.36826,0.66369,0.90716,0.8345,0.02072,-1736043812.58455,mc_base,Monte Carlo Base,total_project_expanded_operation
4994,4.19086,5.34167,0.68969,1.12594,0.84537,0.01797,2538322814.36258,mc_base,Monte Carlo Base,total_project_expanded_operation
4995,4.97706,6.04126,1.23781,0.98698,0.83814,0.01931,1975440068.78427,mc_base,Monte Carlo Base,total_project_expanded_operation
4996,5.33995,6.0118,0.92564,0.87414,0.83532,0.02977,3089273987.41744,mc_base,Monte Carlo Base,total_project_expanded_operation
4997,4.44848,4.24259,0.94065,1.01398,0.83929,0.02663,677357083.65315,mc_base,Monte Carlo Base,total_project_expanded_operation
4998,4.12456,4.80019,0.90942,1.00153,0.84536,0.03109,-800375213.18848,mc_base,Monte Carlo Base,total_project_expanded_operation
4999,4.24227,5.65204,0.82913,1.1396,0.84611,0.01702,2613745261.78276,mc_base,Monte Carlo Base,total_project_expanded_operation
5000,3.91603,3.86648,0.59942,1.00276,0.8371,0.02147,-1505845668.26552,mc_base,Monte Carlo Base,total_project_expanded_operation
5001,4.4099,4.61504,0.57379,1.06816,0.85041,0.01958,3463583563.24936,mc_base,Monte Carlo Base,total_project_expanded_operation
5002,4.27467,3.24237,0.87217,1.03563,0.85302,0.02546,2184014585.6651,mc_base,Monte Carlo Base,total_project_expanded_operation
5003,5.59229,6.46322,1.29014,0.95159,0.83886,0.02625,4139971871.852,mc_base,Monte Carlo Base,total_project_expanded_operation
5004,3.86564,3.3418,0.35546,0.94357,0.8455,0.02142,-1631541868.76122,mc_base,Monte Carlo Base,total_project_expanded_operation
5005,4.95737,5.30306,0.64472,0.976,0.84858,0.01668,3757263047.12214,mc_base,Monte Carlo Base,total_project_expanded_operation
5006,4.44451,4.77882,1.25048,1.12677,0.84405,0.01946,2272367857.56177,mc_base,Monte Carlo Base,total_project_expanded_operation
5007,3.95537,4.62985,0.69545,0.88839,0.84982,0.01994,-3837147743.89066,mc_base,Monte Carlo Base,total_project_expanded_operation
5008,4.30109,5.3483,0.67066,1.1,0.83264,0.02274,3252882270.35827,mc_base,Monte Carlo Base,total_project_expanded_operation
5009,4.13024,6.07096,0.82754,1.08767,0.83753,0.02706,1094044295.17202,mc_base,Monte Carlo Base,total_project_expanded_operation
5010,4.125,4.51825,0.54105,1.05372,0.8365,0.0237,1509595684.24992,mc_base,Monte Carlo Base,total_project_expanded_operation
5011,3.90694,3.981,0.45219,1.05456,0.82376,0.01581,-517570990.99537,mc_base,Monte Carlo Base,total_project_expanded_operation
5012,4.13574,4.93209,0.88944,0.91875,0.84063,0.02346,-1575648977.87622,mc_base,Monte Carlo Base,total_project_expanded_operation
5013,4.55525,5.58259,0.71789,1.13381,0.8504,0.02529,4676930857.03565,mc_base,Monte Carlo Base,total_project_expanded_operation
5014,4.57133,5.19454,0.84615,0.98149,0.84581,0.02517,1158209663.40549,mc_base,Monte Carlo Base,total_project_expanded_operation
5015,4.34866,4.57757,0.64776,0.95575,0.8477,0.02969,1104840853.30271,mc_base,Monte Carlo Base,total_project_expanded_operation
5016,4.14652,6.45604,0.90242,1.07148,0.84459,0.03076,586950891.18856,mc_base,Monte Carlo Base,total_project_expanded_operation
5017,3.95402,4.57587,0.49973,1.08148,0.83724,0.02022,606173634.10585,mc_base,Monte Carlo Base,total_project_expanded_operation
5018,4.03983,4.32187,0.53765,0.92587,0.83638,0.02329,-2346369457.00529,mc_base,Monte Carlo Base,total_project_expanded_operation
5019,4.43918,4.23734,0.82116,1.11902,0.85114,0.02371,3755448252.4672,mc_base,Monte Carlo Base,total_project_expanded_operation
5020,5.05745,5.24978,0.81936,0.95639,0.83677,0.02068,3642457630.66277,mc_base,Monte Carlo Base,total_project_expanded_operation
5021,4.1031,5.22803,1.30511,0.99026,0.84595,0.02416,-3154529498.60348,mc_base,Monte Carlo Base,total_project_expanded_operation
5022,4.62006,4.22812,0.94809,0.91168,0.83416,0.0166,633794255.52884,mc_base,Monte Carlo Base,total_project_expanded_operation
5023,4.78058,6.97787,0.92395,0.98288,0.84174,0.01867,2327517648.93325,mc_base,Monte Carlo Base,total_project_expanded_operation
5024,4.13454,5.44061,0.89808,1.06428,0.84172,0.02221,901019420.41465,mc_base,Monte Carlo Base,total_project_expanded_operation
5025,4.86147,6.36524,0.7571,0.86874,0.85178,0.02192,-11841468.84094,mc_base,Monte Carlo Base,total_project_expanded_operation
5026,3.66489,4.86544,0.89907,0.92193,0.84234,0.01912,-6234820190.70448,mc_base,Monte Carlo Base,total_project_expanded_operation
5027,4.27399,5.71162,0.78347,1.06157,0.83657,0.02204,929254608.77724,mc_base,Monte Carlo Base,total_project_expanded_operation
5028,4.29203,4.40321,1.19848,0.95756,0.84063,0.02408,-2046039751.0627,mc_base,Monte Carlo Base,total_project_expanded_operation
5029,4.77001,6.62717,0.92727,0.9144,0.85061,0.02285,878990865.47795,mc_base,Monte Carlo Base,total_project_expanded_operation
5030,4.36619,6.92192,1.37015,0.8726,0.8516,0.01762,-4701776709.85271,mc_base,Monte Carlo Base,total_project_expanded_operation
5031,3.88442,4.69731,0.88146,1.00827,0.84355,0.02125,-1768850037.88643,mc_base,Monte Carlo Base,total_project_expanded_operation
5032,5.16788,4.96353,0.91929,0.881,0.83994,0.02457,1188975863.0074,mc_base,Monte Carlo Base,total_project_expanded_operation
5033,4.38801,3.80811,0.8885,0.92556,0.84056,0.01791,-142731101.70295,mc_base,Monte Carlo Base,total_project_expanded_operation
5034,4.29942,6.32863,1.07264,0.99877,0.83243,0.01837,-379177359.62251,mc_base,Monte Carlo Base,total_project_expanded_operation
5035,4.1683,4.53019,0.97177,0.85814,0.8449,0.01806,-3761539814.46935,mc_base,Monte Carlo Base,total_project_expanded_operation
5036,4.85759,4.0873,1.57698,0.96257,0.84036,0.0238,790821212.62084,mc_base,Monte Carlo Base,total_project_expanded_operation
5037,4.78052,5.36846,0.99393,0.85617,0.84688,0.0216,419792722.62625,mc_base,Monte Carlo Base,total_project_expanded_operation
5038,4.84481,5.51573,1.28674,0.98056,0.84526,0.02092,1947318599.45633,mc_base,Monte Carlo Base,total_project_expanded_operation
5039,4.6839,4.12281,1.06418,0.89105,0.83685,0.01892,-1256425959.91149,mc_base,Monte Carlo Base,total_project_expanded_operation
5040,4.3473,4.73518,1.0403,1.03305,0.83524,0.01937,1615902904.41386,mc_base,Monte Carlo Base,total_project_expanded_operation
5041,5.3497,7.44319,1.18901,1.01919,0.8481,0.02272,5345234452.88966,mc_base,Monte Carlo Base,total_project_expanded_operation
5042,3.84832,4.17647,0.72684,0.97477,0.86114,0.01825,-2145588543.34422,mc_base,Monte Carlo Base,total_project_expanded_operation
5043,4.55126,5.32897,0.78598,1.01932,0.83538,0.02029,1879612204.35816,mc_base,Monte Carlo Base,total_project_expanded_operation
5044,3.93376,6.78169,1.08321,0.95036,0.84089,0.01841,-4135945469.10553,mc_base,Monte Carlo Base,total_project_expanded_operation
5045,3.63484,4.31975,0.73533,0.89841,0.84116,0.01835,-6296077494.86902,mc_base,Monte Carlo Base,total_project_expanded_operation
5046,4.11165,5.34958,1.14754,1.03584,0.84753,0.02301,1418316378.7804,mc_base,Monte Carlo Base,total_project_expanded_operation
5047,4.48692,6.58676,1.05106,1.0115,0.84046,0.02247,1871902921.56974,mc_base,Monte Carlo Base,total_project_expanded_operation
5048,4.04352,4.22231,0.76274,1.08771,0.83713,0.02009,879851461.71591,mc_base,Monte Carlo Base,total_project_expanded_operation
5049,4.50608,4.97401,1.22322,0.89863,0.83668,0.01965,-2313343902.53375,mc_base,Monte Carlo Base,total_project_expanded_operation
5050,5.04404,5.35462,1.44889,0.86954,0.83359,0.02299,454553695.22694,mc_base,Monte Carlo Base,total_project_expanded_operation
5051,4.67132,5.00069,0.60356,1.03399,0.83688,0.02695,3437713386.89817,mc_base,Monte Carlo Base,total_project_expanded_operation
5052,3.85297,7.17375,1.05262,0.94699,0.84242,0.02262,-3174890792.06472,mc_base,Monte Carlo Base,total_project_expanded_operation
5053,4.23399,7.39145,1.02871,1.03149,0.83422,0.0259,551174806.02417,mc_base,Monte Carlo Base,total_project_expanded_operation
5054,4.41902,3.49849,0.69814,0.85093,0.83567,0.02132,-2410740388.71781,mc_base,Monte Carlo Base,total_project_expanded_operation
5055,4.34977,4.10558,0.90891,1.03622,0.83896,0.01957,2155728092.48978,mc_base,Monte Carlo Base,total_project_expanded_operation
5056,4.54859,6.12255,1.25534,0.89632,0.84312,0.0264,-1653951263.04659,mc_base,Monte Carlo Base,total_project_expanded_operation
5057,4.51385,4.88768,0.78584,0.99175,0.84407,0.01641,1781903006.93805,mc_base,Monte Carlo Base,total_project_expanded_operation
5058,4.89094,6.06297,0.87156,0.92117,0.84739,0.02764,1647277423.06072,mc_base,Monte Carlo Base,total_project_expanded_operation
5059,4.42292,6.21069,1.01283,0.98323,0.83258,0.01662,-528777552.25344,mc_base,Monte Carlo Base,total_project_expanded_operation
5060,4.44357,5.05608,0.85041,1.06344,0.85278,0.03209,3264312897.62524,mc_base,Monte Carlo Base,total_project_expanded_operation
5061,5.57231,10.23789,2.6554,1.02944,0.84137,0.01989,2608433630.37612,mc_base,Monte Carlo Base,total_project_expanded_operation
5062,4.4274,4.16834,0.80054,0.94649,0.84212,0.0169,633840516.15329,mc_base,Monte Carlo Base,total_project_expanded_operation
5063,3.90263,4.30783,0.9516,1.05399,0.8394,0.02425,299567653.31358,mc_base,Monte Carlo Base,total_project_expanded_operation
5064,4.32389,4.76665,0.90222,1.04722,0.84196,0.01392,1998789052.27325,mc_base,Monte Carlo Base,total_project_expanded_operation
5065,4.34288,4.97012,1.20645,1.08493,0.84626,0.01699,1656658957.37803,mc_base,Monte Carlo Base,total_project_expanded_operation
5066,5.1412,4.3488,1.03714,0.98196,0.84519,0.01755,4727838758.85999,mc_base,Monte Carlo Base,total_project_expanded_operation
5067,4.09262,4.7285,0.92728,1.03529,0.844,0.01741,-810584211.30405,mc_base,Monte Carlo Base,total_project_expanded_operation
5068,4.63737,4.41898,0.63539,1.1438,0.8414,0.02493,6661198960.86285,mc_base,Monte Carlo Base,total_project_expanded_operation
5069,4.29293,5.52108,0.9959,0.94276,0.84358,0.01857,-1738673181.56304,mc_base,Monte Carlo Base,total_project_expanded_operation
5070,4.10269,5.72609,0.89398,0.94522,0.83698,0.02206,-564398500.46077,mc_base,Monte Carlo Base,total_project_expanded_operation
